video_id,video_title,published_at,view_count,like_count,comment_count,duration_seconds,published_year,published_month,published_day,published_weekday,is_weekend,like_ratio,comment_ratio,title_length,days_since_published,channel_age_years
T3KMZoXrVTQ,top 5 data analyst skills,2021-01-12 12:00:07,34937,1406,172,351.0,2021,1,12,Tuesday,0,0.04024386753298795,0.004923147379568938,25,1623,5
tJaDicmRW7s,best industries for data analysts in 2021 alex the analyst show episode 17,2021-01-07 12:00:28,15507,499,146,1665.0,2021,1,7,Thursday,0,0.03217901592829045,0.00941510285677436,74,1628,5
hfRcaRw_atI,top 5 data analyst interview mistakes,2021-01-05 12:00:10,105756,2600,73,328.0,2021,1,5,Tuesday,0,0.024584893528499564,0.0006902681644540262,37,1630,5
aPDOGxrONy0,2020 year end review upcoming giveaway details,2020-12-31 12:00:01,1584,140,101,217.0,2020,12,31,Thursday,0,0.08838383838383838,0.06376262626262626,46,1635,5
w25ZjL0OqT4,data analyst resume everything you need to know alex the analyst show episode 16,2020-12-24 12:00:19,42252,1208,137,3086.0,2020,12,24,Thursday,0,0.028590362586386444,0.003242450061535549,80,1642,5
EWPeAXrF3zg,solving medium level sql leetcode questions part 23,2020-12-22 12:00:04,12100,251,33,1286.0,2020,12,22,Tuesday,0,0.020743801652892562,0.0027272727272727275,51,1644,5
ru0Xdvxd37Q,entry vs mid vs senior level data analyst alex the analyst show episode 15,2020-12-17 12:00:12,47425,1554,211,1600.0,2020,12,17,Thursday,0,0.032767527675276756,0.00444913020558777,74,1649,5
BAVPAYWAoC4,data engineer vs data analyst which is right for you?,2020-12-15 12:00:08,87078,2828,147,399.0,2020,12,15,Tuesday,0,0.032476630147683684,0.0016881416660924687,53,1651,5
whgwEwA5SHU,how to find out your coworkers salary alex the analyst show episode 14,2020-12-10 12:00:30,3122,97,54,1571.0,2020,12,10,Thursday,0,0.031069827033952595,0.01729660474055093,70,1656,5
K1WeoKxLZ5o,advanced sql tutorial cte common table expression,2020-12-08 12:00:05,399481,6251,196,224.0,2020,12,8,Tuesday,0,0.01564780302442419,0.0004906366009897842,49,1658,5
0HRgbb1PcDQ,"data analyst salary expectations, bonuses, 401k, espp alex the analyst show episode 13",2020-12-03 12:00:00,23285,739,188,1628.0,2020,12,3,Thursday,0,0.031737169851835945,0.008073867296542839,86,1663,5
D6XNlTfglW4,intermediate sql tutorial partition by,2020-12-01 12:04:43,308471,6898,205,254.0,2020,12,1,Tuesday,0,0.02236190760233539,0.0006645681441691439,38,1665,5
MQ5UUNjWgug,data analyst qa live 5 ama,2020-11-28 17:07:30,4905,131,18,5371.0,2020,11,28,Saturday,1,0.02670744138634047,0.003669724770642202,26,1667,5
JikLVP9DkPs,completely realistic jobs on linkedin alex the analyst show episode 12,2020-11-25 11:00:05,24876,884,162,1603.0,2020,11,25,Wednesday,0,0.035536259848850296,0.006512301013024602,70,1671,5
yzqpYs7dIqY,completely unrealistic jobs on linkedin alex the analyst show episode 11,2020-11-19 15:00:26,14667,571,207,1329.0,2020,11,19,Thursday,0,0.03893093338787755,0.01411331560646349,72,1677,5
7uH7_DThtX0,top 3 tips on using linkedin to land a job,2020-11-17 14:11:52,346814,12201,252,410.0,2020,11,17,Tuesday,0,0.03518024070539252,0.0007266142658600864,42,1679,5
GGLF2jLo8J4,what is no code analytics? alex the analyst show episode 10,2020-11-12 12:34:08,3928,122,81,1355.0,2020,11,12,Thursday,0,0.031059063136456212,0.020621181262729125,59,1684,5
BGBXnNvWdQ4,solving leetcode sql interview questions part 13,2020-11-10 15:02:50,27553,701,66,1633.0,2020,11,10,Tuesday,0,0.025441875657823104,0.002395383442819294,48,1686,5
PurMLMKNX0I,what is analytics consulting? with john ariansen alex the analyst show episode 9,2020-11-05 15:43:17,13947,396,118,3236.0,2020,11,5,Thursday,0,0.028393202839320283,0.008460600846060085,80,1691,5
pvxNYyJuiqA,data analyst skills path what skills you need to know,2020-11-03 15:13:12,77963,3607,270,286.0,2020,11,3,Tuesday,0,0.04626553621589728,0.0034631812526454858,53,1693,5
rZpfNh28nFI,data analyst qa live 4,2020-10-30 15:13:53,3563,104,25,4151.0,2020,10,30,Friday,0,0.029188885770418185,0.0070165590794274485,22,1697,5
brxnKIy6Cek,asking my wife your questions about me alex the analyst show episode 8,2020-10-27 16:06:53,14505,564,223,1775.0,2020,10,27,Tuesday,0,0.03888314374353671,0.01537400896242675,70,1699,5
ySq0cgkZiX4,top 10 udemy courses for data analysts,2020-10-22 15:14:21,195475,5193,304,657.0,2020,10,22,Thursday,0,0.026566057040542268,0.0015551860851771326,38,1705,5
aJ9Q10v8Nrc,data analyst certifications are they worth it? alex the analyst show episode 7,2020-10-20 14:08:32,180169,6203,985,1997.0,2020,10,20,Tuesday,0,0.0344287863061903,0.0054670892328869,78,1707,5
C2ik_qR5GOU,working at a startup vs fortune 500 company alex the analyst show episode 6,2020-10-15 15:33:32,4855,180,74,1762.0,2020,10,15,Thursday,0,0.037075180226570546,0.015242018537590113,75,1712,5
mLUzFXPPa4I,top 10 coursera courses for data analysts,2020-10-13 14:40:18,115223,4904,288,633.0,2020,10,13,Tuesday,0,0.042560947033144426,0.0024995009676887425,41,1714,5
XmFhpoS6Etk,imposter syndrome in tech alex the analyst show episode 5,2020-10-08 14:26:27,7614,373,176,1556.0,2020,10,8,Thursday,0,0.04898870501707381,0.02311531389545574,57,1719,5
1xT68oeQTd0,data analyst expectations vs reality,2020-10-06 14:52:33,75974,2796,187,236.0,2020,10,6,Tuesday,0,0.03680206386395346,0.002461368362860979,36,1721,5
eTsHJoMmhYQ,covid and the data analyst job market alex the analyst show episode 4,2020-10-01 13:53:17,7378,254,161,1566.0,2020,10,1,Thursday,0,0.0344266738953646,0.021821631878557873,69,1726,5
8SolrjsGqzE,self taught vs boot camp vs degree alex the analyst show episode 3,2020-09-24 15:29:17,45864,1523,717,1680.0,2020,9,24,Thursday,0,0.033206872492586775,0.01563317634746206,66,1733,5
SKsjWzzz4mY,top 5 reasons youll be a good data analyst,2020-09-22 13:03:29,14881,618,82,224.0,2020,9,22,Tuesday,0,0.041529467105705264,0.005510382366776426,42,1735,5
Z2AachB309o,how i changed careers to become a data analyst alex the analyst show episode 2,2020-09-10 13:16:00,418299,12167,3822,2454.0,2020,9,10,Thursday,0,0.029086849358951374,0.009137004869722376,78,1747,5
_gP-DH0iZLw,top 5 reasons data analytics is a good career choice,2020-09-08 14:15:55,44768,1315,73,173.0,2020,9,8,Tuesday,0,0.029373659756969265,0.0016306290207290922,52,1749,5
-Inc1be4zSg,the hiring process from an interviewers perspective alex the analyst show episode 1,2020-09-03 15:38:28,22328,708,85,1624.0,2020,9,3,Thursday,0,0.031709064851307776,0.0038068792547474024,83,1754,5
CsMh7Ykmnw4,top 5 reasons not to lie on your resume,2020-09-01 12:29:45,12534,211,119,237.0,2020,9,1,Tuesday,0,0.016834210946226266,0.009494175841710547,39,1756,5
ho2vzKPAD50,live data analyst qa 3,2020-08-29 14:37:52,3106,100,43,3738.0,2020,8,29,Saturday,1,0.03219575016097875,0.013844172569220863,22,1759,5
5MZo2RoS8Yo,data analyst career path how to become a data analyst what to do next,2020-08-20 13:46:16,131652,4651,270,522.0,2020,8,20,Thursday,0,0.035327985902227084,0.002050861361771944,69,1768,5
M2ySRYpo9S0,top 5 reasons not to become a data analyst,2020-08-12 14:52:19,927313,19755,1047,318.0,2020,8,12,Wednesday,0,0.02130348652504602,0.0011290686100593867,42,1776,5
ncXgqGePvwI,data analyst bootcamps are they worth it?,2020-08-05 13:14:01,35261,581,93,346.0,2020,8,5,Wednesday,0,0.0164771277048297,0.0026374748305493323,41,1783,5
ywZXpfdqg1o,what does a data analyst actually do?,2020-07-29 13:48:00,1048819,20176,515,258.0,2020,7,29,Wednesday,0,0.019236874999404092,0.0004910284806053284,37,1790,5
IqQCBytyATo,data analyst question and answer answering your youtube questions,2020-07-22 14:35:55,4953,179,67,349.0,2020,7,22,Wednesday,0,0.036139713305067635,0.013527155259438725,65,1797,5
MpIi4HtCiVk,scraping data off twitter using python twitterscraper nlp data visualization,2020-07-15 14:00:20,55449,1391,158,402.0,2020,7,15,Wednesday,0,0.02508611516889394,0.002849465274396292,76,1804,5
G4syHs3M82E,data analyst vs business analyst which is right for you?,2020-07-03 14:17:52,792552,19886,591,280.0,2020,7,3,Friday,0,0.025091098123530064,0.0007456923962087031,56,1816,5
appOFpF2pFg,best free online courses for data analysts,2020-06-23 13:55:50,58092,2758,95,299.0,2020,6,23,Tuesday,0,0.04747641671830889,0.0016353370515733664,42,1826,5
B2SPC3Wz1R8,best online courses for data analysts,2020-06-17 14:57:22,188435,9580,426,525.0,2020,6,17,Wednesday,0,0.0508398121368111,0.0022607265104678006,37,1832,5
fUpChfNN5Uo,data scientist vs data analyst which is right for you?,2020-06-10 15:49:15,796578,24396,861,467.0,2020,6,10,Wednesday,0,0.030626002726663302,0.0010808734361230162,54,1838,5
Dk7he_yEs4U,intermediate sql tutorial aliasing,2020-06-04 14:00:10,155892,4102,105,372.0,2020,6,4,Thursday,0,0.026313088548482282,0.0006735432222307752,34,1845,5
LJtFgnHGAos,data analyst qa live,2020-05-31 13:54:38,12067,271,54,3105.0,2020,5,31,Sunday,1,0.02245794315074169,0.004475014502361813,20,1849,5
ziurEoqEcO4,data analyst interviews salary negotiation,2020-05-27 15:13:50,27737,858,27,337.0,2020,5,27,Wednesday,0,0.030933410246241484,0.0009734289937628439,42,1853,5
rLKC--8UYSw,data analyst interview questions what to say vs what not to say,2020-05-20 14:03:02,78892,1880,36,469.0,2020,5,20,Wednesday,0,0.023830046139025503,0.0004563200324494245,63,1860,5
sua7xKN0cPc,sql interview questions and answers for beginners data analyst interview questions,2020-05-13 15:00:26,135292,3449,112,482.0,2020,5,13,Wednesday,0,0.02549300771664252,0.0008278390444372173,82,1867,5
fweZQqB0nwQ,data analyst interview questions phone in-person interview questions,2020-05-06 15:20:18,86430,1697,62,464.0,2020,5,6,Wednesday,0,0.01963438620849242,0.0007173435149832234,68,1874,5
oXAwKZWfbW0,day in the life of a data analyst fortune 500 edition during quarantine,2020-04-23 13:08:33,15461,520,52,415.0,2020,4,23,Thursday,0,0.03363301209494858,0.003363301209494858,71,1887,5
bhnrIforc7s,intermediate sql tutorial updatingdeleting data,2020-04-16 12:58:52,159376,3531,144,277.0,2020,4,16,Thursday,0,0.022155155104909147,0.0009035237425961249,47,1894,5
tYBOMw7Ob8E,intermediate sql tutorial having clause,2020-04-09 16:01:02,193645,4931,92,211.0,2020,4,9,Thursday,0,0.025464122492189316,0.0004750961811562395,39,1900,5
Twusw__OzA8,intermediate sql tutorial case statement use cases,2020-04-02 15:16:37,316408,7573,440,446.0,2020,4,2,Thursday,0,0.02393428737579328,0.0013906095926778084,50,1908,5
lYKkro6rKm0,intermediate sql tutorial unions union operator,2020-03-26 16:51:37,275399,5255,115,325.0,2020,3,26,Thursday,0,0.01908140552434831,0.00041757595343483455,47,1914,5
9URM1_2S0ho,intermediate sql tutorial innerouter joins use cases,2020-03-19 15:40:58,568248,9428,478,953.0,2020,3,19,Thursday,0,0.016591347439850208,0.0008411820191184131,52,1922,5
qzZU6LAtIig,day in the life of a data analyst fortune 500 edition,2020-03-11 13:44:54,126603,2584,261,260.0,2020,3,11,Wednesday,0,0.02041025884062779,0.0020615625222151135,53,1930,5
LXwfzIRD-Ds,sql basics tutorial for beginners group by order by statements 44,2020-03-03 15:06:36,341472,8340,236,489.0,2020,3,3,Tuesday,0,0.02442367163339893,0.0006911254802736388,65,1938,5
A9TOuDZTPDU,sql basics tutorial for beginners where statement 34,2020-03-02 16:01:01,359819,6213,156,478.0,2020,3,2,Monday,0,0.01726701480466568,0.0004335513132991865,52,1938,5
PyYgERKq25I,sql basics tutorial for beginners select from statements 24,2020-03-01 17:02:28,525121,7514,306,374.0,2020,3,1,Sunday,1,0.014309083049430512,0.0005827228391170797,59,1939,5
RSlqWnP-Dy8,sql basics tutorial for beginners installing sql server management studio and create tables 14,2020-03-01 00:50:38,1473237,18701,2061,577.0,2020,3,1,Sunday,1,0.012693816405642813,0.0013989602487583465,94,1940,5
9o9loJpG-t4,data analyst fact check 84k average starting salary?? the career force 2020 data analyst salary,2020-02-26 15:11:22,26065,852,162,454.0,2020,2,26,Wednesday,0,0.03268751198925762,0.006215231152887013,95,1944,5
Lacbh0VoT3g,data analyst resume reviewing your data analyst resumes!,2020-02-24 16:34:51,27143,553,41,1070.0,2020,2,24,Monday,0,0.020373576981173782,0.0015105183656928122,56,1945,5
oZKs2xMbXQE,data analyst salary in 2020,2020-02-19 15:43:59,8297,159,26,224.0,2020,2,19,Wednesday,0,0.01916355309147885,0.0031336627696757864,27,1951,5
N8f7NtDpbxA,working with a recruiter to land your first job as a data analyst linkedin recruiters,2020-02-14 18:03:34,15139,645,39,360.0,2020,2,14,Friday,0,0.0426051918884999,0.0025761278816302264,85,1955,5
wcKzdRVsMOw,switching careers to become a data analyst how i made the switch,2020-02-11 15:03:18,50731,1814,252,251.0,2020,2,11,Tuesday,0,0.035757229307524,0.004967376949005539,64,1959,5
Ns-8Jsa3mEM,data analyst resume complete guide to creating a data analyst resume tips templates examples,2020-02-06 16:00:52,126359,3605,104,678.0,2020,2,6,Thursday,0,0.028529823756123427,0.0008230517810365704,92,1963,5
4rfr6A3lO-Y,data analyst resume reviewing my resume! fortune 500 data analyst,2020-01-30 14:07:55,81463,1764,63,453.0,2020,1,30,Thursday,0,0.021654002430551295,0.0007733572296625462,65,1971,5
OTq2NRy_AGs,working at a big company vs small company told by a fortune 500 data analyst,2020-01-25 16:38:39,16002,428,23,350.0,2020,1,25,Saturday,1,0.02674665666791651,0.0014373203349581302,76,1975,5
ya28cb3zFGE,data analyst salary 100k with no experience,2020-01-23 03:16:09,66287,2240,228,303.0,2020,1,23,Thursday,0,0.033792447991310516,0.0034395884562583917,43,1978,5
Hsi2BG0SOiQ,truth about big companies told by a fortune 500 data analyst,2020-01-21 03:52:15,9761,348,20,345.0,2020,1,21,Tuesday,0,0.035652084827374246,0.00204897039237783,60,1980,5
6lQzbk6_OTw,top 3 data analyst skills in 2020,2020-01-17 14:31:39,31093,1469,141,160.0,2020,1,17,Friday,0,0.0472453606921172,0.004534782748528607,33,1984,5
